City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kurumkan,RU,2021-08-03 00:05:41,54.3,110.3,64.87,63,74,1.16
296,Cerrito,CO,2021-08-03 00:05:41,6.8432,-72.694,52.99,92,100,2.89
297,Borogontsy,RU,2021-08-03 00:05:42,62.6683,131.1683,73.02,47,98,8.3
298,Anadyr,RU,2021-08-03 00:05:42,64.75,177.4833,46.9,93,90,17.9
299,Itarema,BR,2021-08-03 00:05:43,-2.9248,-39.9167,76.19,79,8,3.47
300,Sioux Lookout,CA,2021-08-03 00:05:43,50.1001,-91.917,79.74,35,84,8.19
301,Mustafabad,PK,2021-08-03 00:05:44,30.8922,73.4989,89.76,60,39,5.41
302,Paamiut,GL,2021-08-03 00:05:44,61.994,-49.6678,42.91,97,100,13.53
303,Portland,US,2021-08-03 00:01:00,45.5234,-122.6762,100.45,40,39,1.99
304,Deputatskiy,RU,2021-08-03 00:05:45,69.3,139.9,48.94,48,20,6.51
305,Sao Filipe,CV,2021-08-03 00:05:45,14.8961,-24.4956,76.64,84,36,4.45
306,Pisco,PE,2021-08-03 00:05:45,-13.7,-76.2167,62.65,82,75,13.8
307,Auce,LV,2021-08-03 00:05:46,56.4598,22.9017,57.65,98,19,6.82
308,Pahrump,US,2021-08-03 00:05:47,36.2083,-115.9839,104.52,13,2,5.01
309,Road Town,VG,2021-08-03 00:02:33,18.4167,-64.6167,82.49,74,6,13.71
310,Zarand,IR,2021-08-03 00:05:47,30.8127,56.564,76.77,19,78,2.86
311,Sam Chuk,TH,2021-08-03 00:05:48,14.7576,100.0899,79.86,77,100,4.85
312,La Romana,DO,2021-08-03 00:05:48,18.4273,-68.9728,78.85,77,97,9.93
313,Maunabo,PR,2021-08-03 00:05:48,18.0072,-65.8993,81.7,95,20,8.25
314,Weinan,CN,2021-08-03 00:05:49,34.5036,109.5089,79.5,67,33,4.83
315,Gorno-Altaysk,RU,2021-08-03 00:05:49,51.9561,85.955,60.96,79,93,6.29
316,Ilulissat,GL,2021-08-03 00:05:50,69.2167,-51.1,46.42,76,99,12.66
317,Teguldet,RU,2021-08-03 00:05:50,57.3064,88.1667,58.55,86,96,2.28
318,Antalaha,MG,2021-08-03 00:05:51,-14.9003,50.2788,64.26,88,2,4.99
319,Chumikan,RU,2021-08-03 00:05:51,54.7183,135.315,51.69,97,100,13.35
320,San Buenaventura,MX,2021-08-03 00:05:51,27.0833,-101.5333,85.12,68,99,17.52
321,Vardo,NO,2021-08-03 00:05:52,70.3705,31.1107,47.37,82,39,1.57
322,Ranong,TH,2021-08-03 00:05:52,9.9658,98.6348,80.17,87,100,13.98
323,Davila,PH,2021-08-03 00:05:53,18.4726,120.5763,81.36,89,100,26.08
324,Acapulco,MX,2021-08-03 00:03:06,16.8634,-99.8901,85.23,78,37,7.29
325,Warburg,DE,2021-08-03 00:05:54,51.5,9.1667,56.52,91,15,2.04
326,Woodward,US,2021-08-03 00:05:54,36.4337,-99.3904,83.43,37,1,9.22
327,Cobija,BO,2021-08-03 00:05:54,-11.0267,-68.7692,72.28,39,1,3.24
328,Buin,CL,2021-08-03 00:05:55,-33.7333,-70.75,65.73,32,0,2.64
329,Newport,GB,2021-08-03 00:04:01,51.5877,-2.9984,57.45,89,65,7.9
330,Tooele,US,2021-08-03 00:01:30,40.5308,-112.2983,81.18,57,1,0.0
331,Airai,TL,2021-08-03 00:05:56,-8.9266,125.4092,67.59,51,81,3.91
332,Sorong,ID,2021-08-03 00:05:57,-0.8833,131.25,81.75,76,53,6.53
333,Sibolga,ID,2021-08-03 00:05:57,1.7427,98.7792,76.69,83,68,3.04
334,Bafoulabe,ML,2021-08-03 00:05:58,13.8065,-10.8321,75.61,92,70,4.41
335,Ulaangom,MN,2021-08-03 00:05:58,49.9811,92.0667,65.98,44,2,1.1
336,Bontang,ID,2021-08-03 00:05:58,0.1333,117.5,78.84,83,100,8.52
337,Guerrero Negro,MX,2021-08-03 00:05:59,27.9769,-114.0611,80.31,57,11,16.87
338,Havre-Saint-Pierre,CA,2021-08-03 00:05:59,50.2334,-63.5986,57.78,89,100,10.22
339,Ponta Delgada,PT,2021-08-03 00:06:00,37.7333,-25.6667,68.72,77,20,8.05
340,Wewak,PG,2021-08-03 00:06:00,-3.5534,143.6268,82.62,76,71,7.09
341,Aracati,BR,2021-08-03 00:06:00,-4.5617,-37.7697,79.18,75,18,6.15
342,Lata,PT,2021-08-03 00:06:01,40.1629,-8.3327,62.04,95,37,1.07
343,Concordia,AR,2021-08-03 00:06:01,-31.393,-58.0209,49.21,67,0,3.0
344,Kieta,PG,2021-08-03 00:06:02,-6.2167,155.6333,83.64,73,55,4.41
345,Trinidad,BO,2021-08-03 00:06:02,-14.8333,-64.9,71.22,33,1,3.49
346,Miyako,JP,2021-08-03 00:06:03,39.6367,141.9525,84.9,69,95,7.02
347,Comodoro Rivadavia,AR,2021-08-03 00:06:03,-45.8667,-67.5,57.06,19,0,17.27
348,Alofi,NU,2021-08-03 00:06:03,-19.0595,-169.9187,74.75,68,20,14.36
349,Sisimiut,GL,2021-08-03 00:06:04,66.9395,-53.6735,48.63,90,100,3.83
350,Praia Da Vitoria,PT,2021-08-03 00:06:04,38.7333,-27.0667,74.75,86,28,4.81
351,Petropavlovsk-Kamchatskiy,RU,2021-08-03 00:06:05,53.0452,158.6483,59.59,63,75,8.95
352,Cidreira,BR,2021-08-03 00:06:05,-30.1811,-50.2056,52.83,86,0,4.83
353,Tigil,RU,2021-08-03 00:06:06,57.8,158.6667,56.23,60,44,15.64
354,Richards Bay,ZA,2021-08-03 00:06:06,-28.783,32.0377,63.72,82,98,4.34
355,Danville,US,2021-08-03 00:04:52,36.586,-79.395,80.2,64,1,3.44
356,Dzhebariki-Khaya,RU,2021-08-03 00:06:07,62.2167,135.8,71.91,39,98,3.56
357,Eldorado,BR,2021-08-03 00:06:07,-23.7869,-54.2836,56.32,55,2,4.68
358,Kochi,IN,2021-08-03 00:06:08,9.9399,76.2602,75.18,86,68,3.49
359,Zacualtipan,MX,2021-08-03 00:06:08,20.65,-98.6,66.88,83,82,4.14
360,Kropotkin,RU,2021-08-03 00:06:09,45.4375,40.5756,74.48,58,16,4.97
361,Barrow,US,2021-08-03 00:06:09,71.2906,-156.7887,44.62,81,90,18.41
362,Puerto Carreno,CO,2021-08-03 00:06:09,6.189,-67.4859,71.46,95,100,4.7
363,Mercedes,AR,2021-08-03 00:06:10,-34.6515,-59.4307,53.19,64,0,7.87
364,Nassau,US,2021-08-03 00:02:00,40.7507,-73.5829,79.66,55,1,1.01
365,Anloga,GH,2021-08-03 00:06:11,5.7947,0.8973,77.14,88,100,10.09
366,Bellevue,US,2021-08-03 00:06:11,47.6104,-122.2007,90.23,45,1,7.0
367,Birin,NP,2021-08-03 00:06:12,26.8865,88.0718,63.48,89,100,3.36
368,Mayo,US,2021-08-03 00:06:12,38.8876,-76.5119,79.0,68,1,3.0
369,Dunmore Town,BS,2021-08-03 00:06:12,25.5,-76.65,83.32,77,100,12.17
370,Rocha,UY,2021-08-03 00:06:13,-34.4833,-54.3333,44.94,92,15,0.98
371,Asau,RO,2021-08-03 00:06:13,46.4333,26.4,61.72,95,15,2.64
372,Shirokiy,RU,2021-08-03 00:06:14,49.758,129.523,69.98,95,100,3.36
373,Khor,RU,2021-08-03 00:06:14,47.8861,134.9464,76.78,72,80,2.51
374,Hasaki,JP,2021-08-03 00:06:15,35.7333,140.8333,88.29,81,84,12.64
375,Hun,LY,2021-08-03 00:06:15,29.1268,15.9477,83.89,25,0,7.07
376,Hambantota,LK,2021-08-03 00:06:16,6.1241,81.1185,79.16,80,100,17.54
377,Coahuayana,MX,2021-08-03 00:06:16,18.7333,-103.6833,90.88,74,92,4.9
378,Burgeo,CA,2021-08-03 00:02:49,47.6167,-57.6152,59.31,92,100,15.79
379,Oktyabrskoye,RU,2021-08-03 00:06:17,43.0645,44.7417,60.94,94,41,6.71
380,La Ronge,CA,2021-08-03 00:01:25,55.1001,-105.2842,81.27,26,96,3.78
381,Sinazongwe,ZM,2021-08-03 00:06:18,-17.2614,27.4618,65.05,51,0,3.74
382,Ust-Omchug,RU,2021-08-03 00:06:18,61.15,149.6333,47.95,49,18,11.81
383,Stornoway,GB,2021-08-03 00:06:18,58.2093,-6.3865,55.92,87,20,0.0
384,Derzhavinsk,KZ,2021-08-03 00:06:19,51.1,66.3167,69.53,49,5,1.23
385,Mount Gambier,AU,2021-08-03 00:06:19,-37.8333,140.7667,48.11,87,75,17.27
386,Khipro,PK,2021-08-03 00:06:20,25.8285,69.3772,82.76,72,61,18.75
387,Isangel,VU,2021-08-03 00:06:20,-19.55,169.2667,74.53,52,4,10.92
388,Sao Joao Da Barra,BR,2021-08-03 00:06:21,-21.6403,-41.0511,68.63,78,0,10.92
389,Farah,AF,2021-08-03 00:06:21,32.5,62.5,77.58,16,0,5.37
390,Kjollefjord,NO,2021-08-03 00:06:22,70.9457,27.3465,47.84,80,71,2.21
391,Vanavara,RU,2021-08-03 00:06:22,60.34,102.2797,60.69,84,100,3.36
392,Terrasini,IT,2021-08-03 00:06:23,38.146,13.0844,85.46,84,0,5.75
393,Halifax,CA,2021-08-03 00:05:04,44.6453,-63.5724,60.69,90,90,1.01
394,Umm Kaddadah,SD,2021-08-03 00:06:23,13.6017,26.6876,79.84,61,68,13.42
395,Hofn,IS,2021-08-03 00:06:24,64.2539,-15.2082,52.93,86,94,8.01
396,Aklavik,CA,2021-08-03 00:06:24,68.2191,-135.0107,57.92,76,95,15.3
397,Kongolo,CD,2021-08-03 00:06:25,-5.3833,27.0,74.23,37,2,2.59
398,Mumford,GH,2021-08-03 00:06:25,5.2618,-0.759,75.96,90,100,8.5
399,Kishtwar,IN,2021-08-03 00:06:25,33.3167,75.7667,63.86,86,6,3.2
400,Amga,RU,2021-08-03 00:06:26,60.8953,131.9608,62.89,76,100,8.1
401,Correntina,BR,2021-08-03 00:06:26,-13.3433,-44.6367,66.38,45,77,3.62
402,Gimli,CA,2021-08-03 00:05:23,50.6336,-96.9907,88.43,33,30,6.15
403,Hays,US,2021-08-03 00:06:27,30.0502,-98.0336,82.81,93,90,1.01
404,Half Moon Bay,US,2021-08-03 00:06:28,37.4636,-122.4286,91.74,61,75,23.02
405,Khorixas,NA,2021-08-03 00:06:28,-20.3667,14.9667,66.15,26,0,6.53
406,Tres Arroyos,AR,2021-08-03 00:06:28,-38.3739,-60.2798,50.7,61,11,14.97
407,Umm Lajj,SA,2021-08-03 00:06:29,25.0213,37.2685,89.44,39,6,4.09
408,Markova,UA,2021-08-03 00:06:29,48.6758,24.4138,55.36,93,9,3.69
409,Ilhabela,BR,2021-08-03 00:06:30,-23.7781,-45.3581,62.92,88,22,3.71
410,Warwick,US,2021-08-03 00:06:30,41.7001,-71.4162,74.28,70,19,4.32
411,Butka,RU,2021-08-03 00:06:31,56.7179,63.7866,59.27,96,98,7.18
412,Sao Paulo Do Potengi,BR,2021-08-03 00:06:31,-5.895,-35.7628,72.39,86,36,10.47
413,Lasa,IT,2021-08-03 00:06:32,46.6166,10.7002,56.03,91,60,0.81
414,Hamilton,US,2021-08-03 00:02:37,39.1834,-84.5333,75.88,57,20,1.01
415,Winnemucca,US,2021-08-03 00:06:33,40.973,-117.7357,96.85,13,1,5.75
416,Alta Floresta,BR,2021-08-03 00:06:33,-9.8756,-56.0861,79.52,35,57,5.03
417,College,US,2021-08-03 00:04:50,64.8569,-147.8028,86.58,43,1,1.01
418,Volosovo,RU,2021-08-03 00:06:34,59.4333,29.4833,57.76,97,100,11.5
419,Petropavlovka,RU,2021-08-03 00:06:34,50.6114,105.3196,59.22,87,100,5.64
420,Russell,US,2021-08-03 00:06:35,32.3502,-85.1999,74.91,94,75,6.91
421,Port Lincoln,AU,2021-08-03 00:06:35,-34.7333,135.8667,52.54,64,92,20.22
422,Brooks,CA,2021-08-03 00:06:36,50.5834,-111.8851,78.04,41,100,10.6
423,Hualmay,PE,2021-08-03 00:06:36,-11.0964,-77.6139,64.24,82,9,11.5
424,Puerto Escondido,MX,2021-08-03 00:06:37,15.85,-97.0667,86.83,62,40,0.0
425,Sosua,DO,2021-08-03 00:06:37,19.7667,-70.5167,82.53,81,87,10.56
426,Sebezh,RU,2021-08-03 00:06:37,56.2955,28.4654,54.3,97,68,8.23
427,Saurimo,AO,2021-08-03 00:06:38,-9.6608,20.3916,61.32,39,63,4.32
428,Atagay,RU,2021-08-03 00:06:38,55.1033,99.3875,59.07,83,90,2.75
429,Geraldton,AU,2021-08-03 00:06:39,-28.7667,114.6,45.01,87,2,9.22
430,Jasper,US,2021-08-03 00:02:54,37.2001,-94.3502,80.65,57,1,3.44
431,Indramayu,ID,2021-08-03 00:06:40,-6.3264,108.32,78.44,74,61,7.65
432,Eaglesfield,GB,2021-08-03 00:06:40,54.6406,-3.4044,51.24,82,10,3.83
433,Onega,RU,2021-08-03 00:06:40,63.9061,38.1404,59.25,79,95,9.84
434,Port Hardy,CA,2021-08-03 00:06:41,50.6996,-127.4199,63.34,70,33,12.06
435,Aleppo,SY,2021-08-03 00:06:41,36.25,37.5,81.34,51,2,12.66
436,Okhotsk,RU,2021-08-03 00:06:42,59.3833,143.3,59.54,60,97,9.95
437,Saint-Raphael,HT,2021-08-03 00:06:42,19.4333,-72.2,74.28,87,92,7.11
438,Puerto Cabezas,NI,2021-08-03 00:06:42,14.0351,-83.3888,79.39,88,98,11.23
439,Magadan,RU,2021-08-03 00:03:18,59.5667,150.8,54.97,48,1,11.12
440,Pocone,BR,2021-08-03 00:06:43,-16.2567,-56.6228,72.18,38,7,5.14
441,Saint-Felicien,CA,2021-08-03 00:05:12,48.6501,-72.4491,62.31,61,91,7.58
442,Muros,ES,2021-08-03 00:06:44,42.7762,-9.0603,61.09,82,90,8.19
443,Aykhal,RU,2021-08-03 00:06:44,66.0,111.5,69.37,50,100,15.82
444,Mwanza,TZ,2021-08-03 00:06:45,-2.5167,32.9,69.64,61,81,4.56
445,Contepec,MX,2021-08-03 00:06:45,20.0167,-100.1167,63.28,76,59,5.75
446,Altus,US,2021-08-03 00:06:45,34.6381,-99.334,86.07,34,1,8.05
447,Letterkenny,IE,2021-08-03 00:06:46,54.95,-7.7333,52.54,96,77,3.56
448,Askino,RU,2021-08-03 00:06:46,56.0901,56.5783,63.45,68,69,5.73
449,Englewood,US,2021-08-03 00:06:47,39.6478,-104.9878,87.91,34,75,9.22
450,Payakumbuh,ID,2021-08-03 00:06:47,-0.2202,100.6308,70.36,95,96,1.52
451,Berlevag,NO,2021-08-03 00:06:48,70.8578,29.0864,46.63,83,17,3.53
452,Dayong,CN,2021-08-03 00:06:48,25.0209,118.2898,82.76,83,76,2.51
453,Pinczow,PL,2021-08-03 00:06:49,50.5205,20.5265,58.6,88,9,4.7
454,Bireun,ID,2021-08-03 00:06:49,5.203,96.7009,77.2,68,86,4.05
455,Paveh,IR,2021-08-03 00:06:49,35.0434,46.3565,68.4,54,50,6.58
456,Kandrian,PG,2021-08-03 00:06:50,-6.2167,149.55,79.12,84,88,7.2
457,Priiskovyy,RU,2021-08-03 00:06:51,51.9333,116.6333,68.07,77,86,3.89
458,Moultrie,US,2021-08-03 00:06:51,31.1799,-83.7891,80.2,83,40,3.44
459,Rosas,CO,2021-08-03 00:06:51,2.2609,-76.7399,61.83,64,95,5.32
460,Aloleng,PH,2021-08-03 00:06:52,16.1307,119.7824,82.42,85,100,22.28
461,Qorveh,IR,2021-08-03 00:06:52,35.1664,47.8045,64.72,53,44,2.3
462,Vila Franca Do Campo,PT,2021-08-03 00:06:53,37.7167,-25.4333,68.41,82,0,5.64
463,Sorland,NO,2021-08-03 00:06:53,67.667,12.6934,50.43,73,99,11.01
464,Bud,US,2021-08-03 00:06:54,39.447,-86.1758,75.29,60,2,4.88
465,Tornio,FI,2021-08-03 00:06:54,65.8481,24.1466,53.62,59,100,8.03
466,Paita,PE,2021-08-03 00:06:55,-5.0892,-81.1144,66.29,83,8,14.09
467,Kathmandu,NP,2021-08-03 00:05:44,27.7167,85.3167,71.82,100,75,2.3
468,Hithadhoo,MV,2021-08-03 00:06:55,-0.6,73.0833,81.82,73,100,6.2
469,Iwanai,JP,2021-08-03 00:06:56,42.9744,140.5089,82.9,70,83,1.43
470,Bjornevatn,NO,2021-08-03 00:06:56,69.6672,29.9847,44.35,84,35,1.52
471,Tarakan,ID,2021-08-03 00:06:56,3.3,117.6333,78.82,84,100,6.46
472,Sulangan,PH,2021-08-03 00:06:57,11.1373,123.7228,83.98,74,100,14.29
473,Catia La Mar,VE,2021-08-03 00:06:57,10.6038,-67.0303,79.0,89,40,3.44
474,Port Said,EG,2021-08-03 00:06:58,31.2565,32.2841,83.79,64,0,2.91
475,Pimenteiras,BR,2021-08-03 00:06:58,-6.2453,-41.4192,73.38,39,11,4.68
476,Pundaguitan,PH,2021-08-03 00:06:59,6.3711,126.1689,83.59,72,94,3.85
477,Yilan,TW,2021-08-03 00:06:59,24.757,121.753,86.05,82,100,3.83
478,Nizwa,OM,2021-08-03 00:07:00,22.9333,57.5333,87.57,43,38,2.86
479,Warrnambool,AU,2021-08-03 00:05:18,-38.3833,142.4833,50.81,75,81,15.9
480,Sabha,LY,2021-08-03 00:07:01,27.0377,14.4283,87.49,11,0,13.8
481,Vilyuysk,RU,2021-08-03 00:07:01,63.7553,121.6247,72.81,42,0,7.9
482,Saint-Pierre,RE,2021-08-03 00:07:02,-21.3393,55.4781,65.88,63,40,9.22
483,Quang Ngai,VN,2021-08-03 00:07:02,15.1167,108.8,82.87,69,97,4.05
484,Hefei,CN,2021-08-03 00:07:02,31.8639,117.2808,85.95,100,1,8.99
485,Redwater,US,2021-08-03 00:02:14,33.3582,-94.2544,84.33,72,89,4.81
486,Kisangani,CD,2021-08-03 00:07:03,0.5167,25.2,70.81,84,82,2.1
487,Tambacounda,SN,2021-08-03 00:07:04,13.7539,-13.7586,75.34,90,64,7.76
488,Inuvik,CA,2021-08-03 00:07:04,68.3499,-133.7218,57.96,82,90,16.11
489,Okotoks,CA,2021-08-03 00:07:05,50.7289,-113.9828,71.49,86,100,5.7
490,Bend,US,2021-08-03 00:05:19,44.0582,-121.3153,90.75,30,1,1.99
491,Houma,US,2021-08-03 00:07:06,29.5958,-90.7195,84.99,82,1,4.61
492,Shache,CN,2021-08-03 00:07:06,38.4167,77.2406,63.46,58,100,3.27
493,Hay River,CA,2021-08-03 00:07:07,60.8156,-115.7999,84.16,34,20,8.05
494,Khanpur,PK,2021-08-03 00:07:07,28.6453,70.6567,89.04,57,22,14.0
495,Zonguldak,TR,2021-08-03 00:07:08,41.25,31.8333,64.51,44,0,5.93
496,Olafsvik,IS,2021-08-03 00:07:08,64.8945,-23.7142,53.06,81,100,5.73
497,Monterey,US,2021-08-03 00:02:39,36.2505,-121.2516,98.06,19,66,13.56
498,Kanniyakumari,IN,2021-08-03 00:07:09,8.0833,77.5667,78.49,79,100,18.72
499,Manali,IN,2021-08-03 00:07:09,13.1667,80.2667,84.29,61,88,11.99
500,Necochea,AR,2021-08-03 00:07:10,-38.5473,-58.7368,53.04,71,10,12.77
501,Linxia,CN,2021-08-03 00:07:10,35.6003,103.2064,61.0,80,100,3.31
502,Tommot,RU,2021-08-03 00:07:10,58.9564,126.2925,58.5,92,84,2.95
503,Champerico,GT,2021-08-03 00:07:11,14.3,-91.9167,88.36,75,91,7.05
504,Kearney,US,2021-08-03 00:02:42,40.6995,-99.0815,81.52,31,86,12.26
505,Juruti,BR,2021-08-03 00:07:12,-2.1522,-56.0922,77.47,72,63,2.35
506,Strezhevoy,RU,2021-08-03 00:07:12,60.7333,77.5889,57.18,91,100,0.74
507,Maceio,BR,2021-08-03 00:03:06,-9.6658,-35.7353,73.71,86,43,9.26
508,Conde,BR,2021-08-03 00:07:13,-7.2597,-34.9075,72.86,94,75,10.36
509,Alice Springs,AU,2021-08-03 00:07:13,-23.7,133.8833,53.15,43,0,14.97
510,Lufilufi,WS,2021-08-03 00:07:14,-13.8745,-171.5986,83.79,70,81,11.59
511,Shizunai,JP,2021-08-03 00:07:14,42.3339,142.3669,77.86,84,92,5.79
512,San Policarpo,PH,2021-08-03 00:07:15,12.1791,125.5072,84.38,71,100,10.13
513,Gilgit,PK,2021-08-03 00:07:15,35.9221,74.3087,76.48,60,51,0.94
514,Agdam,AZ,2021-08-03 00:07:16,39.991,46.9274,76.24,27,45,6.78
515,Waipawa,NZ,2021-08-03 00:07:16,-41.4122,175.5153,47.03,89,100,14.25
516,Atbasar,KZ,2021-08-03 00:07:16,51.8,68.3333,64.89,58,47,5.44
517,La Palma,US,2021-08-03 00:07:17,33.8464,-118.0467,108.81,34,1,8.01
518,Fontaine,FR,2021-08-03 00:07:17,45.1984,5.6827,60.35,76,42,7.0
519,Port Augusta,AU,2021-08-03 00:07:18,-32.5,137.7667,51.94,64,32,16.08
520,Fuxin,CN,2021-08-03 00:04:58,42.0156,121.6589,66.07,93,79,3.44
521,Bairiki,KI,2021-08-03 00:07:18,1.3292,172.9752,86.0,70,20,8.05
522,Paso De Los Toros,UY,2021-08-03 00:07:19,-32.8167,-56.5167,47.43,74,0,3.42
523,Manaus,BR,2021-08-03 00:07:19,-3.1019,-60.025,75.47,78,48,3.71
524,Pangkalanbuun,ID,2021-08-03 00:07:20,-2.6833,111.6167,76.55,94,99,2.33
525,Itupiranga,BR,2021-08-03 00:07:20,-5.1347,-49.3267,79.93,47,46,1.25
526,Bubaque,GW,2021-08-03 00:07:21,11.2833,-15.8333,79.3,82,99,17.25
527,Pangody,RU,2021-08-03 00:07:21,65.85,74.4859,59.49,74,97,4.88
528,Luganville,VU,2021-08-03 00:07:22,-15.5333,167.1667,76.41,53,93,8.39
529,Santa Rosa,PH,2021-08-03 00:07:22,14.3122,121.1114,84.85,81,100,15.26
530,Kamenka,RU,2021-08-03 00:07:22,51.3223,42.7678,73.8,49,21,4.65
531,Olinda,BR,2021-08-03 00:03:37,-8.0089,-34.8553,74.16,86,38,11.5
532,Sidney,AU,2021-08-03 00:03:11,-33.8679,151.2073,65.32,81,40,1.99
533,Port Charlotte,US,2021-08-03 00:03:25,26.9762,-82.0906,89.01,67,1,8.01
534,Batemans Bay,AU,2021-08-03 00:07:23,-35.7167,150.1833,60.91,51,47,12.95
535,Riyadh,SA,2021-08-03 00:07:24,24.6877,46.7219,87.94,10,14,9.93
536,Wamba,NG,2021-08-03 00:07:24,8.9333,8.6,70.11,96,92,2.73
537,Xingyi,CN,2021-08-03 00:07:25,24.1877,102.817,62.98,89,2,2.91
538,Port Hedland,AU,2021-08-03 00:07:25,-20.3167,118.5667,55.45,30,46,6.91
539,Cabedelo,BR,2021-08-03 00:07:26,-6.9811,-34.8339,74.07,85,12,12.73
540,Springbok,ZA,2021-08-03 00:07:26,-29.6643,17.8865,56.88,23,0,8.43
541,Sao Felix Do Xingu,BR,2021-08-03 00:07:27,-6.6447,-51.995,75.65,44,34,2.57
542,Tecpan,GT,2021-08-03 00:07:27,14.7623,-90.9947,61.38,90,87,4.23
543,Clarence Town,AU,2021-08-03 00:07:28,-32.5833,151.7833,67.06,74,68,10.0
544,Fukue,JP,2021-08-03 00:07:28,32.6881,128.8419,81.63,77,53,14.72
545,Padang,ID,2021-08-03 00:05:00,-0.9492,100.3543,75.25,81,97,3.51
546,Myanaung,MM,2021-08-03 00:07:29,18.2833,95.3167,75.97,95,100,5.75
547,Belyy Yar,RU,2021-08-03 00:07:29,53.6039,91.3903,64.29,77,0,8.95
548,Beringovskiy,RU,2021-08-03 00:07:30,63.05,179.3167,44.38,95,100,5.17
549,Talcahuano,CL,2021-08-03 00:07:30,-36.7167,-73.1167,55.08,82,0,8.05
550,Grindavik,IS,2021-08-03 00:07:30,63.8424,-22.4338,52.9,100,75,8.05
551,Aroneanu,RO,2021-08-03 00:07:31,47.2,27.6,66.13,92,20,8.01
552,Kungurtug,RU,2021-08-03 00:07:31,50.5994,97.5228,49.91,91,100,0.74
553,Verkhoyansk,RU,2021-08-03 00:07:32,67.5447,133.385,69.51,32,1,4.12
554,Bisira,PA,2021-08-03 00:07:32,8.5196,-81.7115,61.63,98,100,2.51
555,Terrace,CA,2021-08-03 00:07:33,54.5163,-128.6035,79.79,32,36,3.98
556,Jieshi,CN,2021-08-03 00:07:33,22.8134,115.8257,85.95,85,87,8.55
557,Mahibadhoo,MV,2021-08-03 00:07:33,3.7833,72.9667,81.9,74,100,5.55
558,Cochrane,CA,2021-08-03 00:05:47,51.1834,-114.4687,70.63,46,90,13.8
559,Clinton,US,2021-08-03 00:04:16,42.587,-82.9199,75.52,55,40,1.01
560,Majene,ID,2021-08-03 00:07:19,-3.5403,118.9707,78.66,84,88,7.49
561,Kihei,US,2021-08-03 00:06:17,20.785,-156.4656,84.97,68,40,26.46
562,Ugoofaaru,MV,2021-08-03 00:07:35,5.6667,73.0,82.13,74,98,6.91
563,Garavuti,TJ,2021-08-03 00:07:35,37.5672,68.4469,74.05,25,2,2.77
564,Bilma,NE,2021-08-03 00:07:35,18.6853,12.9164,94.06,13,7,10.78
565,Fengcheng,CN,2021-08-03 00:07:36,40.4536,124.0717,73.76,91,34,0.83
566,Bundaberg,AU,2021-08-03 00:07:36,-24.85,152.35,77.22,64,40,8.01
567,Mitsamiouli,KM,2021-08-03 00:07:37,-11.3847,43.2844,75.49,72,0,5.01
568,Roebourne,AU,2021-08-03 00:07:37,-20.7833,117.1333,60.82,27,7,20.09
569,Najran,SA,2021-08-03 00:03:03,17.4924,44.1277,77.94,51,100,14.67
570,Llangefni,GB,2021-08-03 00:07:38,53.2556,-4.3106,57.72,87,8,4.61
571,South Lake Tahoe,US,2021-08-03 00:04:13,38.9332,-119.9844,92.62,26,1,7.0
572,Vallenar,CL,2021-08-03 00:07:38,-28.5708,-70.7581,63.7,51,0,3.09
573,Kondinskoye,RU,2021-08-03 00:07:39,59.6481,67.41,60.46,78,84,6.73
574,Krasnoarmeysk,RU,2021-08-03 00:07:39,51.0239,45.6969,69.08,42,33,4.94
575,Nouadhibou,MR,2021-08-03 00:07:40,20.931,-17.0347,69.19,88,51,17.38
576,Kuruman,ZA,2021-08-03 00:07:40,-27.4524,23.4325,48.22,29,0,5.28
577,Rio Grande,BR,2021-08-03 00:03:52,-32.035,-52.0986,46.94,94,6,7.0
578,Tanete,ID,2021-08-03 00:07:41,-3.9443,119.7848,78.39,81,47,6.8
579,Camacari,BR,2021-08-03 00:07:42,-12.6975,-38.3242,68.86,91,58,7.81
580,Vysokogornyy,RU,2021-08-03 00:07:42,50.1167,139.15,63.45,81,94,3.58
581,Sola,VU,2021-08-03 00:07:42,-13.8833,167.55,75.27,56,94,12.44
582,Akersberga,SE,2021-08-03 00:07:43,59.4794,18.2997,54.99,87,82,10.69
583,Elko,US,2021-08-03 00:07:43,41.0002,-115.5012,89.74,22,23,3.0
584,Katangli,RU,2021-08-03 00:07:44,51.7102,143.2326,53.06,94,100,13.27
585,Touros,BR,2021-08-03 00:07:44,-5.1989,-35.4608,75.24,82,18,16.35
586,Lalmohan,BD,2021-08-03 00:07:44,22.3384,90.7419,80.49,84,98,2.06
587,Buchanan,LR,2021-08-03 00:07:45,5.8808,-10.0467,75.83,79,9,5.55
588,Jalu,LY,2021-08-03 00:07:45,29.0331,21.5482,87.94,22,0,8.34
589,Oranjemund,NA,2021-08-03 00:07:46,-28.55,16.4333,59.99,56,0,4.63
590,Gizo,SB,2021-08-03 00:07:46,-8.103,156.8419,80.87,80,88,10.6
591,Dimona,IL,2021-08-03 00:07:47,31.0667,35.0333,78.22,31,0,2.35
592,Ambanja,MG,2021-08-03 00:07:47,-13.6833,48.45,67.73,92,37,3.33
593,Benguela,AO,2021-08-03 00:07:47,-12.5763,13.4055,69.26,85,0,3.29
